sample_id,source_name,channel,input_type,seed_label,ground_truth_label,category,market,has_url_flag,has_email_flag,has_phone_flag,message_text_gold
mendeley_sms_00933,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Great. I'm in church now, will holla when i get out"
mendeley_sms_00934,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Jay is snickering and tells me that x is totally spoiling up the chords as we speak
mendeley_sms_00935,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Same, I'm at my great aunts anniversary party in tarpon springs"
mendeley_sms_00936,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.
mendeley_sms_00937,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £350 prize. To collect is easy. Just call 09061743385
mendeley_sms_00938,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Jesus armand really is trying to tell everybody he can find
mendeley_sms_00939,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,U wake up already? Thanx 4 e tau sar piah it's quite nice.
mendeley_sms_00940,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Are you being good, baby? :)"
mendeley_sms_00941,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Shall i send that exe to your mail id.
mendeley_sms_00942,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Its going good...no problem..but still need little experience to understand american customer voice...
mendeley_sms_00943,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum.
mendeley_sms_00944,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
mendeley_sms_00945,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Stop knowing me so well!
mendeley_sms_00946,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?"
mendeley_sms_00947,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Yupz... I've oredi booked slots 4 my weekends liao...
mendeley_sms_00948,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Ok. I only ask abt e movie. U wan ktv oso?
mendeley_sms_00949,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Cool, text me when you're ready"
mendeley_sms_00950,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,No,No,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
mendeley_sms_00951,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Sorry, was in the bathroom, sup"
mendeley_sms_00952,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Esplanade lor. Where else...
mendeley_sms_00953,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,From tomorrow onwards eve 6 to 3 work.
mendeley_sms_00954,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,i am seeking a lady in the street and a freak in the sheets. Is that you?
mendeley_sms_00955,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I guess it is useless calling u 4 something important.
mendeley_sms_00956,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,ELLO BABE U OK?
mendeley_sms_00957,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
mendeley_sms_00958,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,No,yes,Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986907
mendeley_sms_00959,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
mendeley_sms_00960,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
mendeley_sms_00961,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat..."
mendeley_sms_00962,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,yes,No,No,"Your Bank of America online account has been suspended, log in to restore http://itdo/bankofamerica-session-user"
mendeley_sms_00963,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,His bday real is in april .
mendeley_sms_00964,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,they released another Italian one today and it has a cosign option
mendeley_sms_00965,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"It's fine, imma get a drink or somethin. Want me to come find you?"
mendeley_sms_00966,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"sir, you will receive the account no another 1hr time. Sorry for the delay."
mendeley_sms_00967,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I know you are. Can you pls open the back?
mendeley_sms_00968,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Just making dinner, you ?"
mendeley_sms_00969,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...
mendeley_sms_00970,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
mendeley_sms_00971,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Ofcourse I also upload some songs
mendeley_sms_00972,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,But i'm really really broke oh. No amount is too small even  &lt;#&gt;
mendeley_sms_00973,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,No,yes,"Double mins and txts 4 6monthsAvailable on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839403 or call2optout/N9DX"
mendeley_sms_00974,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Then cant get da laptop? My matric card wif ü lei...
mendeley_sms_00975,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I'm thinking that chennai forgot to come for auction..
mendeley_sms_00976,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Ok i juz receive..
mendeley_sms_00977,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,yes,No,No,Englishvocabulary ululate: to mourn loudly and shrilly AD: Unlimited FREE calls to any mobile try out today http://bit.ly/unlmtdfreecall share wid frnd
mendeley_sms_00978,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Eh den sat u book e kb liao huh...
mendeley_sms_00979,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,No,No,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
mendeley_sms_00980,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Hope u understand...Gud night..."
mendeley_sms_00981,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Did u got that persons story..let mw know..
mendeley_sms_00982,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Sorry, got a late start, we're on the way"
mendeley_sms_00983,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,No,yes,"Navratra Special Launching 9th oct. CHD presnts Phase-3 of Avenue71,  Shona Road,  Gurgaon *@Rs.4150/- Lease Rs.400/- as Inaugural discount Sms ICD to 54999"
mendeley_sms_00984,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!
mendeley_sms_00985,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"It'll be tough, but I'll do what I have to"
mendeley_sms_00986,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Ok�talk to me later�
mendeley_sms_00987,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,So when you gonna get rimac access
mendeley_sms_00988,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
mendeley_sms_00989,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,No rushing. I'm not working. I'm in school so if we rush we go hungry.
mendeley_sms_00990,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Ah, well that confuses things, doesn‘t it?"
mendeley_sms_00991,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Ok lor. That�s a good news..
mendeley_sms_00992,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,yes,No,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
mendeley_sms_00993,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Thanks. It was only from tescos but quite nice. All gone now. Speak soon
mendeley_sms_00994,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
mendeley_sms_00995,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321."
mendeley_sms_00996,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Just sent again. Do you scream and moan in bed, princess?"
mendeley_sms_00997,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection...Have nice day da."
mendeley_sms_00998,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
mendeley_sms_00999,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is
mendeley_sms_01000,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Networking technical support associate.
mendeley_sms_01001,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Have you seen who's back at Holby?!
mendeley_sms_01002,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I dunno until when... Lets go learn pilates...
mendeley_sms_01003,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
mendeley_sms_01004,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Update your face book status frequently :)
mendeley_sms_01005,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,In meeting da. I will call you
mendeley_sms_01006,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Tell dear what happen to you. Why you talking to me like an alian
mendeley_sms_01007,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Holy living christ what is taking you so long
mendeley_sms_01008,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Rofl betta invest in some  anti aging products
mendeley_sms_01009,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,What's your room number again? Wanna make sure I'm knocking on the right door
mendeley_sms_01010,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Enjoy ur life. . Good night
mendeley_sms_01011,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
mendeley_sms_01012,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
mendeley_sms_01013,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Dunno lei he neva say...
mendeley_sms_01014,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Send me yetty's number pls.
mendeley_sms_01015,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
mendeley_sms_01016,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,yes,No,yes,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
mendeley_sms_01017,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,No,yes,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
mendeley_sms_01018,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Even my brother is not like to speak with me. They treat me like aids patent.
mendeley_sms_01019,mendeley_sms_phishing,sms,text,smishing,scam,none,unknown,No,No,yes,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
mendeley_sms_01020,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Lovely smell on this bus and it ain't tobacco...
mendeley_sms_01021,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,That is wondarfull song
mendeley_sms_01022,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Can you use foreign stamps for whatever you send them off for?
mendeley_sms_01023,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Then. You are eldest know.
mendeley_sms_01024,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
mendeley_sms_01025,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,U can call now...
mendeley_sms_01026,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
mendeley_sms_01027,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Will be september by then!
mendeley_sms_01028,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
mendeley_sms_01029,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Hey , is * rite u put »10 evey mnth is that all?"
mendeley_sms_01030,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I will lick up every drop :) are you ready to use your mouth as well?
mendeley_sms_01031,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
mendeley_sms_01032,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Ok. Fine�
mendeley_sms_01033,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Oh wow thats gay. Will firmware update help
mendeley_sms_01034,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Thankyou so much for the call. I appreciate your care.
mendeley_sms_01035,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Not able to do anything.
mendeley_sms_01036,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
mendeley_sms_01037,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,yes,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?
mendeley_sms_01038,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Anytime lor...
mendeley_sms_01039,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,What time. I‘m out until prob 3 or so
mendeley_sms_01040,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,No,No,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
mendeley_sms_01041,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
mendeley_sms_01042,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Black shirt n blue jeans... I thk i c ü...
mendeley_sms_01043,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!"
mendeley_sms_01044,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,RMO.00 R.HB: RM4388.00 Was Charged On Your Card Numer 9577 at AwG-KLIA2 On 24/10/16 1032:29 Reference Code 342152 Call 03216837293 if u did NOT perform this Txn
mendeley_sms_01045,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"I'm in a meeting, call me later at night"
mendeley_sms_01046,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Wife.
mendeley_sms_01047,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP
mendeley_sms_01048,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Gud mrng dear have a nice day..hope u r fine�
mendeley_sms_01049,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
mendeley_sms_01050,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN."
mendeley_sms_01051,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I'm putting it on now. It should be ready for  &lt;TIME&gt;
mendeley_sms_01052,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Yup ü not comin :-(
mendeley_sms_01053,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,yes,No,No,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net
mendeley_sms_01054,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,You're gonna have to be way more specific than that
mendeley_sms_01055,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,S but not able to sleep.
mendeley_sms_01056,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,After completed degree. There is no use in joining finance.
mendeley_sms_01057,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Thanx but my birthday is over already.
mendeley_sms_01058,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,No b4 Thursday
mendeley_sms_01059,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,yes,No,No,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
mendeley_sms_01060,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
mendeley_sms_01061,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,There are many company. Tell me the language.
mendeley_sms_01062,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,You sure your neighbors didnt pick it up
mendeley_sms_01063,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
mendeley_sms_01064,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I'll text you when I drop x off
mendeley_sms_01065,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.."
mendeley_sms_01066,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Nope i'll come online now..
mendeley_sms_01067,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Dhoni have luck to win some big title.so we will win:)
mendeley_sms_01068,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,"449050000301 You have won a £2,000 price! To claim, call 09050000301."
mendeley_sms_01069,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,S....s...india going to draw the series after many years in south african soil..
mendeley_sms_01070,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I need to come home and give you some good lovin...
mendeley_sms_01071,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,In fact when do you leave? I think addie goes back to school tues or wed
mendeley_sms_01072,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,No messages on her phone. I'm holding it now
mendeley_sms_01073,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV"
mendeley_sms_01074,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,The basket's gettin full so I might be by tonight
mendeley_sms_01075,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Hey so whats the plan this sat?
mendeley_sms_01076,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Y lei?
mendeley_sms_01077,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..
mendeley_sms_01078,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,No,yes,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
mendeley_sms_01079,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Virat"
mendeley_sms_01080,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,What was she looking for?
mendeley_sms_01081,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Idea will soon get converted to live:)
mendeley_sms_01082,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,No,yes,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
mendeley_sms_01083,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
mendeley_sms_01084,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though"
mendeley_sms_01085,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
mendeley_sms_01086,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,You can jot down things you want to remember later.
mendeley_sms_01087,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,No,yes,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
mendeley_sms_01088,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,yes,No,No,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
mendeley_sms_01089,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
mendeley_sms_01090,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Dad says hurry the hell up
mendeley_sms_01091,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Haf u eaten? Wat time u wan me 2 come?
mendeley_sms_01092,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Simply sitting and watching match in office..
mendeley_sms_01093,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,What Today-..sunday is holiday..so no work..
mendeley_sms_01094,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Please ask mummy to call father
mendeley_sms_01095,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £1000 prize! Txt word: COLLECT to No: 83355!"
mendeley_sms_01096,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Yeah, where's your class at?"
mendeley_sms_01097,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,"Haha, my friend tyler literally just asked if you could get him a dubsack"
mendeley_sms_01098,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
mendeley_sms_01099,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Prepare to be pleasured :)
mendeley_sms_01100,mendeley_sms_phishing,sms,text,spam,scam,none,unknown,No,No,yes,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
mendeley_sms_01101,mendeley_sms_phishing,sms,text,Smishing,scam,none,unknown,No,No,yes,500 free text msgs. Just text ok to 80488 a or call 08718738034 nd we'll credit your account
mendeley_sms_01102,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,I have gone into get info bt dont know what to do
mendeley_sms_01103,mendeley_sms_phishing,sms,text,ham,not_scam,none,unknown,No,No,No,Got smaller capacity one? Quite ex...
